date,exchange_rate
2016-10-14,11.93
2016-10-13,12.14
2016-10-12,11.82
2016-10-11,11.73
2016-10-10,11.76
2016-10-09,12.33
2016-10-08,12.33
2016-10-07,12.63
2016-10-06,12.91
2016-10-05,13.1
2016-10-04,13.4
2016-10-03,13.36
2016-10-02,13.3
2016-10-01,13.28
2016-09-30,13.21
2016-09-29,13.25
2016-09-28,13.22
2016-09-27,13.03
2016-09-26,12.96
2016-09-25,13.03
2016-09-24,12.97
2016-09-23,13.52
2016-09-22,13.1
2016-09-21,13.5
2016-09-20,14.45
2016-09-19,13.05
2016-09-18,12.31
2016-09-17,12.7
2016-09-16,12.5
2016-09-15,12
2016-09-14,12
2016-09-13,11.93
2016-09-12,11.88
2016-09-11,11.73
2016-09-10,11.98
2016-09-09,11.62
2016-09-08,11.48
2016-09-07,11.69
2016-09-06,11.74
2016-09-05,11.98
2016-09-04,11.8
2016-09-03,12
2016-09-02,12.15
2016-09-01,12.43
2016-08-31,11.5
2016-08-30,11.3
2016-08-29,11.08
2016-08-28,11.09
2016-08-27,11.3
2016-08-26,11.32
2016-08-25,11.22
2016-08-24,11.02
2016-08-23,11.07
2016-08-22,11.36
2016-08-21,11.28
2016-08-20,11.05
2016-08-19,10.8
2016-08-18,10.84
2016-08-17,10.84
2016-08-16,11.34
2016-08-15,11.36
2016-08-14,11.21
2016-08-13,11.73
2016-08-12,11.89
2016-08-11,11.75
2016-08-10,12.35
2016-08-09,12.38
2016-08-08,11.5
2016-08-07,11.01
2016-08-06,11.03
2016-08-05,11.42
2016-08-04,11.64
2016-08-03,10.44
2016-08-02,8.52
2016-08-01,11.24
2016-07-31,11.91
2016-07-30,12.75
2016-07-29,12.98
2016-07-28,13.29
2016-07-27,13.34
2016-07-26,12.24
2016-07-25,13.75
2016-07-24,12.34
2016-07-23,14.45
2016-07-22,14.74
2016-07-21,13.09
2016-07-20,12.65
2016-07-19,11.97
2016-07-18,11.15
2016-07-17,11.32
2016-07-16,10.2
2016-07-15,12.2
2016-07-14,11.52
2016-07-13,10.76
2016-07-12,10.87
2016-07-11,10.83
2016-07-10,11.13
2016-07-09,11.09
2016-07-08,11.57
2016-07-07,10.1
2016-07-06,11
2016-07-05,10.69
2016-07-04,11.45
2016-07-03,11.89
2016-07-02,12.09
2016-07-01,12.26
2016-06-30,12.5
2016-06-29,12.95
2016-06-28,12.26
2016-06-27,15.29
2016-06-26,13.82
2016-06-25,14.49
2016-06-24,14.14
2016-06-23,13.76
2016-06-22,13.43
2016-06-21,12.8
2016-06-20,11.85
2016-06-19,12.59
2016-06-18,11.42
2016-06-17,15.65
2016-06-16,20.95
2016-06-15,18.39
2016-06-14,18.92
2016-06-13,17.64
2016-06-12,15.75
2016-06-11,14.11
2016-06-10,13.97
2016-06-09,14.47
2016-06-08,14.51
2016-06-07,14.5
2016-06-06,14.16
2016-06-05,13.91
2016-06-04,13.86
2016-06-03,14.02
2016-06-02,13.9
2016-06-01,13.95
2016-05-31,14.18
2016-05-30,12.66
2016-05-29,12.53
2016-05-28,11.81
2016-05-27,11.39
2016-05-26,12.6
2016-05-25,12.53
2016-05-24,12.82
2016-05-23,13.55
2016-05-22,14.2
2016-05-21,13.97
2016-05-20,13.9
2016-05-19,14.5
2016-05-18,13.3
2016-05-17,12.23
2016-05-16,11.37
2016-05-15,10.06
2016-05-14,10.25
2016-05-13,10.69
2016-05-12,10.2
2016-05-11,10.43
2016-05-10,9.68
2016-05-09,9.98
